265.20843114489577,0.,0,1.,0,0,0
877.6195138138514,0.,0,0.9999999999999999,0,0,0
1719.3253633343454,0.,0,0.9999999999999999,0,0,0
2711.199881664208,0.,0,1.,0,0,0
3833.6974612766826,0.,0,1.,0,0,0
5109.054258829962,0.,0,1.,0,0,0
6481.773582048389,0.,0,1.,0,0,0
7959.216989192207,0.,0,1.,0,0,0
9559.092223133377,0.,0,1.,0,0,0
11192.383482631598,0.,0,0.9999999999999999,0,0,0
13254.080747124182,0.03331349242283891,0.5,0.9775598404255319,0.022440159574468085,0,0
15745.018079197007,0.1107656752497011,0.5,0.9031528347235969,0.09684716527640323,0,0
18475.43178765869,0.18963804344469065,0.5,0.8219488894196322,0.17805111058036782,0,0
21508.618937769494,0.2509688160633361,0.5,0.7542433905976752,0.24575660940232488,0,0
24753.153322963837,0.31114952094263776,0.5,0.6900672804532578,0.30993271954674223,0,0
28171.311548366968,0.36011495967840385,0.5,0.6332684067004285,0.36673159329957145,0,0
31755.357457753486,0.4101413746229877,0.49999999999999994,0.5821782178217821,0.4178217821782178,0,0
35625.0792896316,0.4446943307848265,0.5,0.5430750457596095,0.4569249542403905,0,0
39595.046371432334,0.4831074129126598,0.5,0.5036920403952655,0.4963079596047345,0,0
43619.677478114434,0.5126410623478869,0.5003479909543916,0.47498266125037153,0.5250173387496284,0,0
48181.41417910161,0.5441525421196348,0.5114361917988879,0.4514360134347796,0.5393104393721296,0.009253547193090685,0
53329.48942867814,0.5728865085937359,0.5277939386059645,0.42514262006015974,0.5322269474120942,0.042630432527746086,0
58688.64836122985,0.6003270790344374,0.544143092949709,0.39672963067380884,0.5189737806597124,0.08429658866647871,0
64363.59040447949,0.6272782565603219,0.5585815756754403,0.3712488645906528,0.5050986306534816,0.12365250475586556,0
70352.20564809343,0.650302280541297,0.5710559327027063,0.34637796628704437,0.48879098904875723,0.16483104466419835,0
76677.10179480437,0.6674051219955786,0.5833200682745647,0.3282463570454382,0.4684229416409446,0.2033307013136171,0
83148.71032543793,0.6844716092811413,0.593551811020289,0.30713409243841616,0.45066036864535364,0.24220553891623015,0
89949.20033881154,0.704118615791316,0.6022278949348266,0.2902272644365812,0.4349761062269726,0.2747966293364462,0
96835.55587290767,0.719151291415728,0.6106313473332765,0.2736520968628375,0.4175555480781094,0.3087923550590531,0
103927.6632309991,0.7322945266654372,0.6177456497434874,0.2612493715434892,0.40397184514831574,0.3347787833081951,0
111677.9343317658,0.7440405552535704,0.6280521971025615,0.25188170449831093,0.3918686659159604,0.3509156640787056,0.005333965507023054
119993.19710905751,0.7576359618671108,0.6388823511580742,0.23943558327354345,0.3789392350571224,0.3564214360615928,0.025203745607741416
